text,label
"Цена полностью оправдана. Квартира была чистая и уютная. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Спасибо, Агафья!",positive
"Фото не соответствуют реальности. Соседи шумели всю ночь. Неверно указана цена в объявлении. Спасибо, Моисей!",negative
"Есть всё необходимое для комфортного проживания. Квартира была чистая и уютная. Тихий район, хорошо выспались. Спасибо, Викентий!",positive
"Обязательно приедем ещё раз. Wi-Fi работал стабильно и быстро. Хозяин был очень вежлив и гостеприимен. Спасибо, Владлен!",positive
"Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Сломанный душ и неприятный запах. Спасибо, Чеслав!",negative
"Есть всё необходимое для комфортного проживания. Очень удобная кровать и свежие полотенца. Квартира была чистая и уютная. Просторная кухня, приятно готовить. Отличное расположение, рядом с центром. Спасибо, Гостомысл!",positive
"Соседи шумели всю ночь. Неверно указана цена в объявлении. Wi-Fi почти не работал. Спасибо, Рубен!",negative
"Местоположение оставляет желать лучшего. Сломанный душ и неприятный запах. Спасибо, Иван!",negative
"Обязательно приедем ещё раз. Цена полностью оправдана. Спасибо, Лонгин!",positive
"Сломанный душ и неприятный запах. Кровать скрипит и неудобная. Плохая звукоизоляция, всё слышно. Соседи шумели всю ночь. Спасибо, Владлен!",negative
"Фото не соответствуют реальности. Соседи шумели всю ночь. Хозяин не отвечал на звонки. Wi-Fi почти не работал. Спасибо, Владимир!",negative
"Плохая звукоизоляция, всё слышно. Соседи шумели всю ночь. Хозяин не отвечал на звонки. Кровать скрипит и неудобная. Спасибо, Агап!",negative
"Wi-Fi почти не работал. Сломанный душ и неприятный запах. Фото не соответствуют реальности. Спасибо, Богдан!",negative
"Хозяин был очень вежлив и гостеприимен. Wi-Fi работал стабильно и быстро. Квартира была чистая и уютная. Очень удобная кровать и свежие полотенца. Спасибо, Арсений!",positive
"Хозяин был очень вежлив и гостеприимен. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Цена полностью оправдана. Очень удобная кровать и свежие полотенца. Спасибо, Любим!",positive
"Местоположение оставляет желать лучшего. Соседи шумели всю ночь. Неверно указана цена в объявлении. Кровать скрипит и неудобная. Фото не соответствуют реальности. Спасибо, Селиверст!",negative
"Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Спасибо, Константин!",positive
"Квартира была чистая и уютная. Цена полностью оправдана. Спасибо, Галактион!",positive
"Фото не соответствуют реальности. Плохая звукоизоляция, всё слышно. Хозяин не отвечал на звонки. Соседи шумели всю ночь. Спасибо, Фаина!",negative
"Фото не соответствуют реальности. Неверно указана цена в объявлении. Кровать скрипит и неудобная. Спасибо, Спартак!",negative
"Отличное расположение, рядом с центром. Есть всё необходимое для комфортного проживания. Квартира была чистая и уютная. Спасибо, Лаврентий!",positive
"Хозяин был очень вежлив и гостеприимен. Обязательно приедем ещё раз. Wi-Fi работал стабильно и быстро. Квартира была чистая и уютная. Отличное расположение, рядом с центром. Спасибо, Куприян!",positive
"Wi-Fi почти не работал. Неверно указана цена в объявлении. Хозяин не отвечал на звонки. Соседи шумели всю ночь. Фото не соответствуют реальности. Спасибо, Лучезар!",negative
"Кровать скрипит и неудобная. Неверно указана цена в объявлении. Плохая звукоизоляция, всё слышно. Спасибо, Викентий!",negative
"Неверно указана цена в объявлении. Wi-Fi почти не работал. Хозяин не отвечал на звонки. Фото не соответствуют реальности. Спасибо, Гурий!",negative
"Сломанный душ и неприятный запах. Wi-Fi почти не работал. Соседи шумели всю ночь. Спасибо, Дарья!",negative
"Есть всё необходимое для комфортного проживания. Цена полностью оправдана. Отличное расположение, рядом с центром. Хозяин был очень вежлив и гостеприимен. Спасибо, Мариан!",positive
"Хозяин не отвечал на звонки. Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Спасибо, Трифон!",negative
"Соседи шумели всю ночь. Хозяин не отвечал на звонки. Местоположение оставляет желать лучшего. Спасибо, Ипполит!",negative
"Хозяин был очень вежлив и гостеприимен. Очень удобная кровать и свежие полотенца. Цена полностью оправдана. Отличное расположение, рядом с центром. Спасибо, Гремислав!",positive
"Просторная кухня, приятно готовить. Квартира была чистая и уютная. Есть всё необходимое для комфортного проживания. Спасибо, Тит!",positive
"Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Фото не соответствуют реальности. Спасибо, Афанасий!",negative
"Отличное расположение, рядом с центром. Хозяин был очень вежлив и гостеприимен. Спасибо, Лукия!",positive
"Отличное расположение, рядом с центром. Есть всё необходимое для комфортного проживания. Хозяин был очень вежлив и гостеприимен. Спасибо, Потап!",positive
"Цена полностью оправдана. Есть всё необходимое для комфортного проживания. Спасибо, Фома!",positive
"Отличное расположение, рядом с центром. Очень удобная кровать и свежие полотенца. Спасибо, Антонина!",positive
"Соседи шумели всю ночь. Неверно указана цена в объявлении. Спасибо, Мир!",negative
"Очень грязно, не убрано перед заселением. Местоположение оставляет желать лучшего. Хозяин не отвечал на звонки. Спасибо, Венедикт!",negative
"Соседи шумели всю ночь. Фото не соответствуют реальности. Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Спасибо, Лучезар!",negative
"Хозяин был очень вежлив и гостеприимен. Цена полностью оправдана. Wi-Fi работал стабильно и быстро. Обязательно приедем ещё раз. Тихий район, хорошо выспались. Спасибо, Михаил!",positive
"Просторная кухня, приятно готовить. Квартира была чистая и уютная. Wi-Fi работал стабильно и быстро. Хозяин был очень вежлив и гостеприимен. Отличное расположение, рядом с центром. Спасибо, Панкрат!",positive
"Неверно указана цена в объявлении. Wi-Fi почти не работал. Очень грязно, не убрано перед заселением. Спасибо, Филипп!",negative
"Тихий район, хорошо выспались. Очень удобная кровать и свежие полотенца. Спасибо, Амос!",positive
"Wi-Fi работал стабильно и быстро. Обязательно приедем ещё раз. Тихий район, хорошо выспались. Очень удобная кровать и свежие полотенца. Спасибо, Герасим!",positive
"Wi-Fi почти не работал. Соседи шумели всю ночь. Сломанный душ и неприятный запах. Неверно указана цена в объявлении. Кровать скрипит и неудобная. Спасибо, Лора!",negative
"Обязательно приедем ещё раз. Тихий район, хорошо выспались. Спасибо, Михаил!",positive
"Очень удобная кровать и свежие полотенца. Тихий район, хорошо выспались. Спасибо, Твердислав!",positive
"Неверно указана цена в объявлении. Кровать скрипит и неудобная. Соседи шумели всю ночь. Очень грязно, не убрано перед заселением. Спасибо, Валерьян!",negative
"Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Очень грязно, не убрано перед заселением. Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Спасибо, Мир!",negative
"Цена полностью оправдана. Обязательно приедем ещё раз. Wi-Fi работал стабильно и быстро. Есть всё необходимое для комфортного проживания. Хозяин был очень вежлив и гостеприимен. Спасибо, Изяслав!",positive
"Обязательно приедем ещё раз. Квартира была чистая и уютная. Просторная кухня, приятно готовить. Есть всё необходимое для комфортного проживания. Спасибо, Макар!",positive
"Хозяин не отвечал на звонки. Местоположение оставляет желать лучшего. Спасибо, Кузьма!",negative
"Есть всё необходимое для комфортного проживания. Обязательно приедем ещё раз. Спасибо, Кира!",positive
"Хозяин был очень вежлив и гостеприимен. Отличное расположение, рядом с центром. Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Спасибо, Кир!",positive
"Квартира была чистая и уютная. Очень удобная кровать и свежие полотенца. Спасибо, Селиверст!",positive
"Просторная кухня, приятно готовить. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Спасибо, Артемий!",positive
"Wi-Fi работал стабильно и быстро. Отличное расположение, рядом с центром. Спасибо, Галина!",positive
"Тихий район, хорошо выспались. Wi-Fi работал стабильно и быстро. Хозяин был очень вежлив и гостеприимен. Квартира была чистая и уютная. Спасибо, Жанна!",positive
"Wi-Fi почти не работал. Соседи шумели всю ночь. Плохая звукоизоляция, всё слышно. Спасибо, Нина!",negative
"Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Соседи шумели всю ночь. Очень грязно, не убрано перед заселением. Неверно указана цена в объявлении. Спасибо, Василий!",negative
"Очень удобная кровать и свежие полотенца. Квартира была чистая и уютная. Спасибо, Пелагея!",positive
"Сломанный душ и неприятный запах. Фото не соответствуют реальности. Местоположение оставляет желать лучшего. Хозяин не отвечал на звонки. Неверно указана цена в объявлении. Спасибо, Эдуард!",negative
"Тихий район, хорошо выспались. Квартира была чистая и уютная. Очень удобная кровать и свежие полотенца. Спасибо, Елена!",positive
"Соседи шумели всю ночь. Кровать скрипит и неудобная. Местоположение оставляет желать лучшего. Очень грязно, не убрано перед заселением. Спасибо, Евграф!",negative
"Очень удобная кровать и свежие полотенца. Квартира была чистая и уютная. Тихий район, хорошо выспались. Цена полностью оправдана. Обязательно приедем ещё раз. Спасибо, Казимир!",positive
"Неверно указана цена в объявлении. Плохая звукоизоляция, всё слышно. Спасибо, Пимен!",negative
"Неверно указана цена в объявлении. Wi-Fi почти не работал. Спасибо, Давыд!",negative
"Хозяин не отвечал на звонки. Местоположение оставляет желать лучшего. Очень грязно, не убрано перед заселением. Соседи шумели всю ночь. Wi-Fi почти не работал. Спасибо, Серафим!",negative
"Обязательно приедем ещё раз. Квартира была чистая и уютная. Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Спасибо, Фотий!",positive
"Сломанный душ и неприятный запах. Очень грязно, не убрано перед заселением. Плохая звукоизоляция, всё слышно. Спасибо, Наина!",negative
"Хозяин не отвечал на звонки. Wi-Fi почти не работал. Соседи шумели всю ночь. Очень грязно, не убрано перед заселением. Сломанный душ и неприятный запах. Спасибо, Адам!",negative
"Плохая звукоизоляция, всё слышно. Местоположение оставляет желать лучшего. Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Фото не соответствуют реальности. Спасибо, Харлампий!",negative
"Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Хозяин не отвечал на звонки. Местоположение оставляет желать лучшего. Спасибо, Эрнест!",negative
"Очень удобная кровать и свежие полотенца. Отличное расположение, рядом с центром. Цена полностью оправдана. Спасибо, Татьяна!",positive
"Очень удобная кровать и свежие полотенца. Отличное расположение, рядом с центром. Спасибо, Мстислав!",positive
"Отличное расположение, рядом с центром. Цена полностью оправдана. Очень удобная кровать и свежие полотенца. Спасибо, Лидия!",positive
"Местоположение оставляет желать лучшего. Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Хозяин не отвечал на звонки. Очень грязно, не убрано перед заселением. Спасибо, Ульян!",negative
"Соседи шумели всю ночь. Кровать скрипит и неудобная. Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Хозяин не отвечал на звонки. Спасибо, Кондрат!",negative
"Соседи шумели всю ночь. Хозяин не отвечал на звонки. Плохая звукоизоляция, всё слышно. Местоположение оставляет желать лучшего. Сломанный душ и неприятный запах. Спасибо, Епифан!",negative
"Очень удобная кровать и свежие полотенца. Отличное расположение, рядом с центром. Квартира была чистая и уютная. Спасибо, Иосиф!",positive
"Кровать скрипит и неудобная. Фото не соответствуют реальности. Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Wi-Fi почти не работал. Спасибо, Мирон!",negative
"Очень удобная кровать и свежие полотенца. Wi-Fi работал стабильно и быстро. Хозяин был очень вежлив и гостеприимен. Тихий район, хорошо выспались. Квартира была чистая и уютная. Спасибо, Акулина!",positive
"Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Фото не соответствуют реальности. Спасибо, Евдоким!",negative
"Хозяин не отвечал на звонки. Сломанный душ и неприятный запах. Местоположение оставляет желать лучшего. Спасибо, Рюрик!",negative
"Цена полностью оправдана. Wi-Fi работал стабильно и быстро. Спасибо, Варфоломей!",positive
"Тихий район, хорошо выспались. Отличное расположение, рядом с центром. Цена полностью оправдана. Спасибо, Регина!",positive
"Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Спасибо, Федор!",negative
"Очень грязно, не убрано перед заселением. Местоположение оставляет желать лучшего. Неверно указана цена в объявлении. Wi-Fi почти не работал. Хозяин не отвечал на звонки. Спасибо, Викторин!",negative
"Местоположение оставляет желать лучшего. Очень грязно, не убрано перед заселением. Спасибо, Ратмир!",negative
"Тихий район, хорошо выспались. Есть всё необходимое для комфортного проживания. Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Спасибо, Элеонора!",positive
"Очень грязно, не убрано перед заселением. Фото не соответствуют реальности. Кровать скрипит и неудобная. Спасибо, Светозар!",negative
"Местоположение оставляет желать лучшего. Кровать скрипит и неудобная. Неверно указана цена в объявлении. Спасибо, Самуил!",negative
"Цена полностью оправдана. Тихий район, хорошо выспались. Отличное расположение, рядом с центром. Хозяин был очень вежлив и гостеприимен. Спасибо, Бажен!",positive
"Wi-Fi работал стабильно и быстро. Есть всё необходимое для комфортного проживания. Хозяин был очень вежлив и гостеприимен. Спасибо, Панкрат!",positive
"Сломанный душ и неприятный запах. Соседи шумели всю ночь. Плохая звукоизоляция, всё слышно. Спасибо, Лазарь!",negative
"Хозяин был очень вежлив и гостеприимен. Квартира была чистая и уютная. Тихий район, хорошо выспались. Очень удобная кровать и свежие полотенца. Спасибо, Игорь!",positive
"Сломанный душ и неприятный запах. Кровать скрипит и неудобная. Хозяин не отвечал на звонки. Спасибо, Матвей!",negative
"Цена полностью оправдана. Квартира была чистая и уютная. Спасибо, Панкратий!",positive
"Очень удобная кровать и свежие полотенца. Квартира была чистая и уютная. Wi-Fi работал стабильно и быстро. Хозяин был очень вежлив и гостеприимен. Есть всё необходимое для комфортного проживания. Спасибо, Милий!",positive
"Неверно указана цена в объявлении. Фото не соответствуют реальности. Спасибо, Болеслав!",negative
"Очень грязно, не убрано перед заселением. Wi-Fi почти не работал. Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Местоположение оставляет желать лучшего. Спасибо, Зоя!",negative
"Кровать скрипит и неудобная. Неверно указана цена в объявлении. Очень грязно, не убрано перед заселением. Плохая звукоизоляция, всё слышно. Спасибо, Дмитрий!",negative
"Обязательно приедем ещё раз. Есть всё необходимое для комфортного проживания. Спасибо, Антонин!",positive
"Местоположение оставляет желать лучшего. Фото не соответствуют реальности. Спасибо, Егор!",negative
"Хозяин был очень вежлив и гостеприимен. Тихий район, хорошо выспались. Обязательно приедем ещё раз. Очень удобная кровать и свежие полотенца. Спасибо, Валентина!",positive
"Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Фото не соответствуют реальности. Спасибо, Аполлон!",negative
"Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Спасибо, Андрон!",negative
"Кровать скрипит и неудобная. Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Спасибо, Зинаида!",negative
"Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Местоположение оставляет желать лучшего. Спасибо, Ираклий!",negative
"Сломанный душ и неприятный запах. Wi-Fi почти не работал. Спасибо, Герман!",negative
"Квартира была чистая и уютная. Тихий район, хорошо выспались. Wi-Fi работал стабильно и быстро. Отличное расположение, рядом с центром. Спасибо, Вячеслав!",positive
"Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Соседи шумели всю ночь. Местоположение оставляет желать лучшего. Спасибо, Роман!",negative
"Хозяин был очень вежлив и гостеприимен. Обязательно приедем ещё раз. Спасибо, Архип!",positive
"Просторная кухня, приятно готовить. Хозяин был очень вежлив и гостеприимен. Есть всё необходимое для комфортного проживания. Тихий район, хорошо выспались. Спасибо, Игорь!",positive
"Wi-Fi почти не работал. Соседи шумели всю ночь. Сломанный душ и неприятный запах. Спасибо, Трифон!",negative
"Wi-Fi работал стабильно и быстро. Очень удобная кровать и свежие полотенца. Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Спасибо, Яков!",positive
"Просторная кухня, приятно готовить. Квартира была чистая и уютная. Тихий район, хорошо выспались. Спасибо, Елисей!",positive
"Есть всё необходимое для комфортного проживания. Обязательно приедем ещё раз. Хозяин был очень вежлив и гостеприимен. Просторная кухня, приятно готовить. Спасибо, Борислав!",positive
"Тихий район, хорошо выспались. Хозяин был очень вежлив и гостеприимен. Спасибо, Сидор!",positive
"Обязательно приедем ещё раз. Очень удобная кровать и свежие полотенца. Спасибо, Тихон!",positive
"Очень грязно, не убрано перед заселением. Плохая звукоизоляция, всё слышно. Спасибо, Лонгин!",negative
"Неверно указана цена в объявлении. Местоположение оставляет желать лучшего. Плохая звукоизоляция, всё слышно. Wi-Fi почти не работал. Спасибо, Савелий!",negative
"Соседи шумели всю ночь. Кровать скрипит и неудобная. Спасибо, Ульяна!",negative
"Неверно указана цена в объявлении. Wi-Fi почти не работал. Хозяин не отвечал на звонки. Фото не соответствуют реальности. Кровать скрипит и неудобная. Спасибо, Август!",negative
"Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Неверно указана цена в объявлении. Спасибо, Феликс!",negative
"Соседи шумели всю ночь. Местоположение оставляет желать лучшего. Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Спасибо, Ян!",negative
"Хозяин был очень вежлив и гостеприимен. Квартира была чистая и уютная. Есть всё необходимое для комфортного проживания. Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Спасибо, Ерофей!",positive
"Отличное расположение, рядом с центром. Цена полностью оправдана. Спасибо, Силантий!",positive
"Хозяин был очень вежлив и гостеприимен. Просторная кухня, приятно готовить. Обязательно приедем ещё раз. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Спасибо, Гурий!",positive
"Квартира была чистая и уютная. Отличное расположение, рядом с центром. Просторная кухня, приятно готовить. Обязательно приедем ещё раз. Спасибо, Руслан!",positive
"Соседи шумели всю ночь. Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Спасибо, Эмилия!",negative
"Неверно указана цена в объявлении. Соседи шумели всю ночь. Кровать скрипит и неудобная. Хозяин не отвечал на звонки. Спасибо, Милен!",negative
"Соседи шумели всю ночь. Очень грязно, не убрано перед заселением. Спасибо, Евстафий!",negative
"Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Спасибо, Регина!",negative
"Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Хозяин был очень вежлив и гостеприимен. Отличное расположение, рядом с центром. Спасибо, Якуб!",positive
"Квартира была чистая и уютная. Просторная кухня, приятно готовить. Спасибо, Надежда!",positive
"Просторная кухня, приятно готовить. Очень удобная кровать и свежие полотенца. Обязательно приедем ещё раз. Спасибо, Поликарп!",positive
"Фото не соответствуют реальности. Соседи шумели всю ночь. Wi-Fi почти не работал. Кровать скрипит и неудобная. Местоположение оставляет желать лучшего. Спасибо, Гремислав!",negative
"Квартира была чистая и уютная. Отличное расположение, рядом с центром. Цена полностью оправдана. Спасибо, Вероника!",positive
"Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Местоположение оставляет желать лучшего. Спасибо, Гаврила!",negative
"Просторная кухня, приятно готовить. Цена полностью оправдана. Тихий район, хорошо выспались. Квартира была чистая и уютная. Очень удобная кровать и свежие полотенца. Спасибо, Венедикт!",positive
"Отличное расположение, рядом с центром. Квартира была чистая и уютная. Wi-Fi работал стабильно и быстро. Спасибо, Филимон!",positive
"Неверно указана цена в объявлении. Хозяин не отвечал на звонки. Кровать скрипит и неудобная. Соседи шумели всю ночь. Плохая звукоизоляция, всё слышно. Спасибо, Трофим!",negative
"Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Wi-Fi работал стабильно и быстро. Очень удобная кровать и свежие полотенца. Обязательно приедем ещё раз. Спасибо, Давыд!",positive
"Есть всё необходимое для комфортного проживания. Wi-Fi работал стабильно и быстро. Тихий район, хорошо выспались. Спасибо, Раиса!",positive
"Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Очень грязно, не убрано перед заселением. Сломанный душ и неприятный запах. Спасибо, Геннадий!",negative
"Хозяин был очень вежлив и гостеприимен. Есть всё необходимое для комфортного проживания. Спасибо, Мина!",positive
"Хозяин был очень вежлив и гостеприимен. Отличное расположение, рядом с центром. Обязательно приедем ещё раз. Спасибо, Селиван!",positive
"Неверно указана цена в объявлении. Местоположение оставляет желать лучшего. Кровать скрипит и неудобная. Спасибо, Анисим!",negative
"Очень грязно, не убрано перед заселением. Местоположение оставляет желать лучшего. Плохая звукоизоляция, всё слышно. Хозяин не отвечал на звонки. Спасибо, Пимен!",negative
"Плохая звукоизоляция, всё слышно. Местоположение оставляет желать лучшего. Спасибо, Мстислав!",negative
"Очень удобная кровать и свежие полотенца. Квартира была чистая и уютная. Тихий район, хорошо выспались. Просторная кухня, приятно готовить. Цена полностью оправдана. Спасибо, Ратибор!",positive
"Кровать скрипит и неудобная. Соседи шумели всю ночь. Спасибо, Прохор!",negative
"Квартира была чистая и уютная. Очень удобная кровать и свежие полотенца. Цена полностью оправдана. Хозяин был очень вежлив и гостеприимен. Wi-Fi работал стабильно и быстро. Спасибо, Сергей!",positive
"Хозяин не отвечал на звонки. Соседи шумели всю ночь. Плохая звукоизоляция, всё слышно. Фото не соответствуют реальности. Кровать скрипит и неудобная. Спасибо, Бронислав!",negative
"Соседи шумели всю ночь. Сломанный душ и неприятный запах. Хозяин не отвечал на звонки. Фото не соответствуют реальности. Спасибо, Григорий!",negative
"Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Спасибо, Василий!",positive
"Тихий район, хорошо выспались. Квартира была чистая и уютная. Цена полностью оправдана. Просторная кухня, приятно готовить. Обязательно приедем ещё раз. Спасибо, Ратибор!",positive
"Wi-Fi почти не работал. Сломанный душ и неприятный запах. Местоположение оставляет желать лучшего. Спасибо, Исидор!",negative
"Отличное расположение, рядом с центром. Очень удобная кровать и свежие полотенца. Спасибо, Валерия!",positive
"Местоположение оставляет желать лучшего. Сломанный душ и неприятный запах. Соседи шумели всю ночь. Спасибо, Харитон!",negative
"Есть всё необходимое для комфортного проживания. Отличное расположение, рядом с центром. Спасибо, Амос!",positive
"Wi-Fi работал стабильно и быстро. Обязательно приедем ещё раз. Спасибо, Всеслав!",positive
"Сломанный душ и неприятный запах. Соседи шумели всю ночь. Спасибо, Октябрина!",negative
"Местоположение оставляет желать лучшего. Хозяин не отвечал на звонки. Кровать скрипит и неудобная. Сломанный душ и неприятный запах. Фото не соответствуют реальности. Спасибо, Авксентий!",negative
"Местоположение оставляет желать лучшего. Хозяин не отвечал на звонки. Спасибо, Ювеналий!",negative
"Wi-Fi работал стабильно и быстро. Хозяин был очень вежлив и гостеприимен. Просторная кухня, приятно готовить. Тихий район, хорошо выспались. Спасибо, Корнил!",positive
"Неверно указана цена в объявлении. Хозяин не отвечал на звонки. Wi-Fi почти не работал. Местоположение оставляет желать лучшего. Кровать скрипит и неудобная. Спасибо, Афанасий!",negative
"Фото не соответствуют реальности. Местоположение оставляет желать лучшего. Спасибо, Арефий!",negative
"Сломанный душ и неприятный запах. Местоположение оставляет желать лучшего. Очень грязно, не убрано перед заселением. Соседи шумели всю ночь. Плохая звукоизоляция, всё слышно. Спасибо, Иннокентий!",negative
"Хозяин был очень вежлив и гостеприимен. Wi-Fi работал стабильно и быстро. Спасибо, Всеволод!",positive
"Плохая звукоизоляция, всё слышно. Неверно указана цена в объявлении. Очень грязно, не убрано перед заселением. Сломанный душ и неприятный запах. Местоположение оставляет желать лучшего. Спасибо, Ульян!",negative
"Обязательно приедем ещё раз. Тихий район, хорошо выспались. Хозяин был очень вежлив и гостеприимен. Спасибо, Александра!",positive
"Цена полностью оправдана. Есть всё необходимое для комфортного проживания. Очень удобная кровать и свежие полотенца. Обязательно приедем ещё раз. Спасибо, Милен!",positive
"Плохая звукоизоляция, всё слышно. Сломанный душ и неприятный запах. Очень грязно, не убрано перед заселением. Неверно указана цена в объявлении. Кровать скрипит и неудобная. Спасибо, Соломон!",negative
"Wi-Fi почти не работал. Фото не соответствуют реальности. Неверно указана цена в объявлении. Сломанный душ и неприятный запах. Плохая звукоизоляция, всё слышно. Спасибо, Ермил!",negative
"Цена полностью оправдана. Очень удобная кровать и свежие полотенца. Обязательно приедем ещё раз. Просторная кухня, приятно готовить. Спасибо, Гремислав!",positive
"Плохая звукоизоляция, всё слышно. Хозяин не отвечал на звонки. Спасибо, Ульян!",negative
